"price","cut","carat"
10181,"Good",1.01
10181,"Ideal",2.02
10182,"Premium",2.09
10184,"Fair",2.01
10184,"Fair",2.01
10184,"Good",2.01
10184,"Good",2.01
10184,"Very Good",2.01
10185,"Very Good",1.24
10186,"Ideal",1.51
10193,"Ideal",1.35
10196,"Premium",1.53
10196,"Ideal",1.09
10197,"Ideal",1.01
10197,"Ideal",1.58
10197,"Ideal",1.61
10200,"Very Good",1.57
10202,"Premium",1.24
10202,"Very Good",1.24
10203,"Premium",1.27
10204,"Very Good",1.08
10206,"Very Good",1.5
10206,"Fair",1.5
10206,"Premium",1.5
10209,"Ideal",1.57
10210,"Ideal",1.56
10210,"Ideal",1.51
10211,"Premium",1.12
10214,"Premium",1.52
10214,"Ideal",1.52
10214,"Very Good",1.52
10214,"Ideal",1.5
10214,"Ideal",1.2
10215,"Very Good",1.51
10216,"Very Good",1.63
10216,"Good",1.51
10217,"Fair",1.55
10219,"Ideal",1.5
10219,"Premium",1.54
10219,"Premium",1.5
10221,"Premium",1.01
10221,"Premium",1.52
10221,"Ideal",1.3
10221,"Ideal",1.22
10222,"Ideal",1.07
10222,"Premium",1.59
10224,"Premium",1.53
10224,"Premium",1.53
10225,"Very Good",1.51
10226,"Very Good",1.37
10228,"Ideal",1.13
10232,"Ideal",1.51
10232,"Ideal",1.21
10235,"Premium",1.51
10236,"Ideal",1.61
10236,"Ideal",1.12
10238,"Very Good",1.6
10239,"Ideal",1.52
10241,"Ideal",1.16
10243,"Ideal",1.31
10244,"Ideal",1.35
10245,"Premium",1.21
10246,"Ideal",1.09
10255,"Very Good",1.7
10255,"Ideal",1.34
10256,"Good",1.5
10256,"Ideal",1.21
10258,"Premium",1.14
10264,"Very Good",1.04
10266,"Ideal",1.07
10267,"Premium",1.51
10268,"Ideal",1.72
10270,"Premium",1.74
10271,"Good",1.5
10274,"Premium",1.51
10275,"Ideal",1.55
10276,"Very Good",1.23
10277,"Good",1.51
10277,"Premium",1.55
10278,"Ideal",1.57
10278,"Premium",1.61
10279,"Very Good",1.54
10281,"Ideal",1.63
10282,"Premium",1.53
10282,"Ideal",2.04
10283,"Very Good",1.21
10283,"Ideal",1.01
10284,"Ideal",1.59
10284,"Very Good",1.26
10285,"Very Good",1.25
10286,"Ideal",1.55
10286,"Premium",1.6
10288,"Ideal",1.07
10291,"Good",1.5
10291,"Good",1.5
10291,"Premium",1.5
10291,"Premium",1.5
10291,"Premium",1.52
10292,"Ideal",1.08
10293,"Very Good",1.61
10295,"Ideal",1.21
10300,"Ideal",1.08
10300,"Premium",1.52
10302,"Ideal",1.46
10302,"Good",1.5
10302,"Premium",1.26
10304,"Ideal",1.23
10304,"Ideal",1.23
10305,"Ideal",1.12
10306,"Premium",2.14
10308,"Premium",1.52
10308,"Ideal",1.18
10309,"Very Good",1.59
10309,"Ideal",1.71
10311,"Ideal",1.4
10312,"Ideal",1.86
10313,"Ideal",1.08
10313,"Ideal",1.14
10314,"Very Good",1.51
10314,"Ideal",1.09
10314,"Premium",1.04
10314,"Premium",1.54
10316,"Ideal",1.15
10316,"Ideal",1.52
10317,"Very Good",1.69
10317,"Ideal",1.23
10317,"Ideal",1.23
10319,"Very Good",1.51
10321,"Very Good",1.27
10327,"Ideal",1.13
10329,"Very Good",1.1
10330,"Premium",1.52
10330,"Premium",1.52
10331,"Premium",1.7
10331,"Very Good",1.51
10331,"Premium",1.56
10332,"Premium",1.5
10333,"Ideal",1.09
10333,"Ideal",1.56
10333,"Premium",1.7
10333,"Ideal",1.7
10333,"Premium",1.7
10335,"Ideal",1.21
10336,"Very Good",1.57
10337,"Premium",1.7
10338,"Ideal",1.58
10338,"Ideal",1.66
10338,"Premium",1.42
10339,"Ideal",1.53
10340,"Very Good",2.18
10340,"Very Good",1.6
10341,"Premium",1.29
10341,"Very Good",1.7
10341,"Premium",1.01
10342,"Ideal",1.27
10342,"Ideal",1.17
10342,"Ideal",1.23
10345,"Ideal",1.58
10346,"Very Good",1.6
10346,"Very Good",1
10349,"Ideal",1.65
10349,"Premium",1.54
10349,"Very Good",1.54
10349,"Good",1.54
10350,"Premium",1.04
10350,"Ideal",1.1
10350,"Premium",1.61
10351,"Very Good",1.4
10351,"Ideal",1.17
10351,"Ideal",1.21
10352,"Fair",1.5
10353,"Ideal",1.21
10356,"Very Good",1.59
10356,"Very Good",1.5
10357,"Ideal",1.58
10357,"Ideal",1.63
10359,"Ideal",1.31
10362,"Premium",1.62
10362,"Ideal",1.57
10362,"Very Good",1.51
10365,"Ideal",1.65
10367,"Premium",1.26
10367,"Ideal",1.26
10367,"Ideal",1.2
10368,"Ideal",1.16
10371,"Ideal",1.26
10372,"Very Good",1.5
10374,"Fair",1.5
10377,"Premium",1.7
10378,"Very Good",1.4
10378,"Ideal",1.21
10378,"Ideal",1.35
10380,"Very Good",1.5
10384,"Ideal",1.55
10384,"Ideal",1.02
10387,"Premium",1.1
10388,"Premium",1.24
10388,"Premium",1.24
10389,"Ideal",2.01
10389,"Premium",1.27
10392,"Ideal",1.52
10395,"Ideal",1.24
10396,"Ideal",1.13
10396,"Premium",1.7
10396,"Ideal",1.56
10398,"Premium",1.53
10399,"Ideal",1.56
10401,"Premium",2.01
628,"Very Good",0.31
628,"Ideal",0.31
628,"Ideal",0.31
628,"Premium",0.31
628,"Ideal",0.31
628,"Premium",0.31
628,"Ideal",0.31
628,"Ideal",0.31
628,"Ideal",0.31
628,"Ideal",0.31
628,"Premium",0.31
628,"Very Good",0.31
628,"Premium",0.31
628,"Ideal",0.31
628,"Very Good",0.31
628,"Ideal",0.31
628,"Very Good",0.31
628,"Premium",0.31
628,"Very Good",0.31
628,"Premium",0.31
628,"Premium",0.31
628,"Very Good",0.31
628,"Ideal",0.31
628,"Premium",0.31
628,"Ideal",0.31
628,"Ideal",0.31
628,"Very Good",0.31
628,"Very Good",0.31
628,"Very Good",0.31
629,"Fair",0.31
10401,"Premium",1.51
10406,"Ideal",1.5
10407,"Premium",1.01
10409,"Very Good",1.31
10410,"Ideal",1.1
10411,"Premium",1.51
10412,"Premium",2.01
10412,"Ideal",1.11
10412,"Ideal",2.02
10412,"Premium",1.37
10415,"Premium",1.35
10416,"Good",2
10416,"Good",2
10416,"Premium",1.55
10419,"Very Good",1.43
10419,"Ideal",1.52
10423,"Premium",1.32
10424,"Premium",1.56
10424,"Very Good",1.5
10424,"Premium",2.77
10427,"Ideal",1.4
10428,"Good",1.5
10428,"Premium",1.5
10428,"Premium",1.58
10428,"Good",1.5
10428,"Good",1.52
10428,"Very Good",1.71
10429,"Premium",1.75
10430,"Very Good",1.21
10431,"Premium",1.34
10433,"Premium",1.52
10435,"Very Good",1.23
10436,"Ideal",1.19
10437,"Very Good",2.63
10437,"Premium",1.29
10438,"Ideal",1.71
10439,"Ideal",1.16
10441,"Ideal",1.25
10443,"Ideal",1.11
10445,"Ideal",1.23
10446,"Premium",1.14
10446,"Very Good",1.53
10447,"Very Good",1.57
10447,"Very Good",1.57
10449,"Ideal",1.19
10450,"Fair",1.5
10453,"Very Good",1.01
10453,"Ideal",1.07
10453,"Premium",3.05
10454,"Ideal",1.2
10455,"Ideal",1.36
10457,"Ideal",2.1
10457,"Premium",1.71
10462,"Ideal",1.57
10463,"Very Good",1.09
10463,"Very Good",1
10463,"Ideal",1.2
10466,"Premium",1.54
10468,"Very Good",1.53
10468,"Very Good",1.53
10470,"Premium",2.46
10471,"Premium",1.59
10471,"Ideal",1.35
10472,"Ideal",1.6
10472,"Premium",1.7
10473,"Very Good",1.53
10476,"Very Good",1.39
10476,"Very Good",1.01
10477,"Very Good",1.72
10477,"Premium",1.61
10478,"Good",1.5
10478,"Premium",1.5
10479,"Very Good",1.5
10479,"Premium",1.63
10481,"Ideal",1.56
10482,"Ideal",1.21
10483,"Premium",1.5
10483,"Ideal",1.21
10483,"Fair",2
10483,"Premium",1.6
10483,"Fair",2
10485,"Premium",1.51
10485,"Premium",1.24
10487,"Ideal",1.1
10487,"Premium",1.52
10490,"Very Good",2.01
10494,"Ideal",2
10494,"Premium",1.22
10497,"Very Good",1.6
10497,"Very Good",1.52
10497,"Premium",1.51
10497,"Very Good",1.69
10497,"Very Good",1.2
10498,"Very Good",1.01
10499,"Very Good",1.01
10499,"Premium",1.55
10501,"Ideal",1.62
10501,"Premium",1.7
10502,"Ideal",1.51
10504,"Ideal",1.21
10508,"Ideal",1.19
10508,"Premium",1.24
10512,"Premium",1.52
10512,"Ideal",1.14
10514,"Good",1.51
10515,"Very Good",1.04
10517,"Premium",1.5
10518,"Very Good",1.54
10519,"Premium",1.51
10520,"Ideal",1.7
10521,"Very Good",1.62
10521,"Ideal",1.57
10523,"Very Good",1.56
10528,"Good",2
10528,"Premium",2
10530,"Premium",1.29
10534,"Ideal",1.71
10534,"Premium",1.71
10536,"Ideal",1.56
10537,"Ideal",1.28
10538,"Ideal",1.22
10539,"Premium",1.04
10539,"Ideal",1.33
10542,"Premium",1.59
10543,"Ideal",1.5
10546,"Ideal",1.58
10546,"Very Good",1.51
10546,"Ideal",1.15
10546,"Premium",1.03
10546,"Very Good",1.55
10548,"Premium",1.51
10548,"Premium",1.51
10550,"Ideal",1.57
10551,"Very Good",1.5
10553,"Premium",1.66
10553,"Ideal",1.51
10553,"Fair",1.51
10556,"Ideal",1.21
10556,"Ideal",1.31
10556,"Ideal",1.26
10558,"Very Good",1.5
10558,"Premium",2.01
10560,"Ideal",1.53
10562,"Ideal",1.64
10562,"Fair",1
10567,"Premium",1.5
10567,"Good",1.01
10567,"Very Good",1.62
10568,"Ideal",1.21
10570,"Premium",1.51
10571,"Ideal",1.56
10572,"Ideal",1.23
10572,"Premium",1.86
10574,"Premium",1.7
10575,"Very Good",1.32
10576,"Very Good",1.51
10576,"Ideal",1.51
10577,"Premium",1.1
10577,"Ideal",1
10577,"Ideal",2.02
10577,"Fair",3.02
10580,"Premium",1.02
10580,"Very Good",1.61
10580,"Premium",1.2
10580,"Ideal",1.23
10581,"Premium",1.79
10581,"Ideal",1.41
10584,"Premium",1.24
10584,"Premium",1.5
10584,"Very Good",1.5
10588,"Ideal",1.51
10589,"Ideal",1.7
10589,"Ideal",1.52
10600,"Premium",1.69
10602,"Very Good",1.53
10602,"Ideal",1.35
10602,"Ideal",1.11
10607,"Ideal",1.03
10608,"Very Good",1.58
10609,"Premium",1.43
10609,"Very Good",1.23
10609,"Ideal",1.52
10614,"Ideal",1.29
10615,"Ideal",1.03
10618,"Good",1.5
10618,"Very Good",1.52
10618,"Good",1.5
10618,"Premium",1.5
10618,"Premium",1.58
10619,"Ideal",1.03
10619,"Premium",1.75
10622,"Ideal",1.22
10623,"Fair",1.52
10623,"Premium",1.51
10623,"Premium",1.52
10625,"Premium",1.4
10626,"Very Good",1.5
10628,"Good",1.51
10628,"Premium",2.63
10631,"Ideal",1.32
10633,"Very Good",1.5
10633,"Ideal",1.57
10635,"Very Good",1.75
10636,"Ideal",1.25
10636,"Ideal",1.25
10639,"Ideal",1.35
10640,"Good",2
10640,"Premium",1.25
10640,"Premium",1.52
10641,"Very Good",1.02
10641,"Ideal",1.52
10642,"Ideal",1.56
10644,"Ideal",1.15
10644,"Fair",1.5
10646,"Very Good",1.6
10646,"Ideal",1.5
10646,"Ideal",1.23
10650,"Very Good",1.23
10652,"Very Good",1.5
10654,"Very Good",1.3
10655,"Premium",1.51
10655,"Premium",1.51
10655,"Ideal",1.51
10656,"Ideal",1.35
10656,"Ideal",1.27
10658,"Ideal",1.79
10659,"Ideal",1.53
10659,"Premium",1.53
10662,"Very Good",2.22
10662,"Ideal",1.7
10662,"Ideal",1.6
10662,"Premium",1.7
10663,"Very Good",1.09
10664,"Good",1.52
10666,"Good",2.02
10666,"Premium",1.78
10668,"Premium",1.5
10669,"Premium",1.62
10669,"Premium",1.26
10669,"Good",1.5
10671,"Fair",2.01
10672,"Very Good",1.02
10680,"Very Good",1.7
10680,"Ideal",1.63
10681,"Very Good",1.5
10681,"Very Good",1.75
10681,"Very Good",1.17
10681,"Very Good",1.71
10681,"Ideal",1.68
10682,"Very Good",1.57
10684,"Very Good",1.5
10685,"Very Good",1.59
10685,"Ideal",1.21
10685,"Ideal",1.21
10685,"Ideal",1.21
10685,"Premium",1.51
10685,"Ideal",1.51
10685,"Ideal",2
10687,"Premium",1.71
10688,"Ideal",1.01
10688,"Premium",1.51
10688,"Premium",1.51
10691,"Ideal",1.66
10692,"Good",1.5
10692,"Ideal",1.5
10693,"Very Good",1.01
10693,"Ideal",1.51
10693,"Premium",1.51
10694,"Ideal",1.54
10696,"Good",1.01
10696,"Good",1.51
10697,"Very Good",1.72
10698,"Ideal",1.53
10701,"Very Good",1.1
10701,"Very Good",1.82
10702,"Premium",1.56
10702,"Premium",1.54
10703,"Ideal",1.14
10704,"Very Good",1.01
10706,"Premium",1.21
10707,"Very Good",1.55
10709,"Ideal",1.26
10709,"Ideal",1.04
10709,"Premium",1.83
10710,"Very Good",1.02
10711,"Very Good",1.55
10711,"Ideal",1.31
10711,"Fair",2.01
10712,"Premium",1.53
10716,"Premium",1.28
10716,"Premium",2.38
10719,"Very Good",1.22
10720,"Ideal",1.26
10721,"Very Good",1.63
10724,"Ideal",1.24
10725,"Ideal",1.5
10725,"Ideal",1.44
10727,"Ideal",1.29
10727,"Very Good",1.75
10728,"Ideal",1.56
629,"Ideal",0.38
629,"Ideal",0.38
629,"Ideal",0.4
629,"Ideal",0.4
629,"Ideal",0.4
629,"Ideal",0.4
629,"Ideal",0.38
629,"Good",0.43
629,"Premium",0.36
629,"Very Good",0.3
629,"Ideal",0.36
629,"Very Good",0.29
630,"Very Good",0.38
630,"Very Good",0.32
630,"Very Good",0.4
630,"Ideal",0.31
630,"Premium",0.3
630,"Ideal",0.35
630,"Premium",0.35
630,"Good",0.35
630,"Ideal",0.3
630,"Fair",0.3
630,"Ideal",0.35
630,"Ideal",0.3
630,"Ideal",0.34
630,"Ideal",0.35
630,"Premium",0.35
630,"Premium",0.35
630,"Very Good",0.35
630,"Ideal",0.35
10728,"Ideal",2.06
10729,"Premium",1.53
10730,"Very Good",1.78
10730,"Very Good",1.23
10730,"Very Good",1.5
10732,"Premium",1.01
10732,"Ideal",1.33
10733,"Ideal",1.64
10735,"Ideal",1.42
10736,"Premium",1.67
10738,"Premium",1.58
10738,"Ideal",1.58
10739,"Ideal",1.56
10739,"Premium",1.51
10740,"Ideal",1.54
10742,"Ideal",1.13
10743,"Premium",1.51
10744,"Premium",1.5
10748,"Ideal",1.19
10749,"Premium",1.72
10750,"Premium",1.5
10752,"Fair",1
10752,"Premium",1
10752,"Ideal",1.59
10752,"Fair",2
10754,"Ideal",1.66
10757,"Ideal",1.15
10758,"Premium",1.54
10760,"Very Good",1.01
10761,"Very Good",1.73
10761,"Ideal",1.01
10761,"Fair",3.01
10763,"Ideal",1.51
10763,"Good",1.51
10763,"Premium",1.3
10764,"Ideal",1.12
10765,"Premium",1.78
10766,"Very Good",1.5
10766,"Good",1.5
10766,"Premium",1.56
10767,"Premium",1.52
10769,"Good",1.54
10769,"Ideal",1.12
10771,"Very Good",1.34
10772,"Fair",2.01
10772,"Fair",2.01
10772,"Very Good",2.01
10773,"Premium",1.02
10775,"Premium",1.51
10777,"Ideal",1.5
10778,"Ideal",1.71
10780,"Very Good",1.29
10781,"Ideal",1.51
10786,"Ideal",1.14
10786,"Ideal",1.2
10787,"Ideal",1.04
10787,"Ideal",1.26
10789,"Ideal",1.01
10790,"Very Good",1.4
10793,"Good",1.61
10796,"Ideal",1.53
10796,"Good",1.7
10796,"Ideal",1.35
10797,"Ideal",1.01
10797,"Premium",1.01
10798,"Very Good",1.86
10798,"Ideal",1.6
10800,"Very Good",1.01
10800,"Very Good",1.01
10800,"Ideal",1.68
10800,"Premium",1.45
10801,"Premium",1.29
10802,"Ideal",1.67
10804,"Ideal",1.04
10805,"Ideal",1.27
10807,"Ideal",1.29
10808,"Very Good",1.7
10809,"Premium",1.16
10812,"Ideal",1.2
10813,"Premium",1.62
10814,"Premium",1.32
10817,"Premium",1.51
10819,"Good",1.51
10819,"Premium",1.5
10821,"Ideal",1.51
10821,"Ideal",1.71
10822,"Very Good",1.51
10823,"Very Good",1.74
10823,"Ideal",1.22
10824,"Very Good",1.6
10824,"Premium",1.52
10824,"Premium",1.51
10825,"Ideal",1.04
10826,"Ideal",2.02
10827,"Premium",1.55
10827,"Premium",1.53
10830,"Premium",1.53
10832,"Ideal",1.59
10833,"Premium",2
10833,"Premium",2
10833,"Fair",2
10835,"Very Good",1.23
10836,"Ideal",1.53
10838,"Very Good",1.51
10838,"Ideal",1.68
10839,"Ideal",1.28
10844,"Premium",1.23
10846,"Ideal",1.2
10847,"Ideal",1.65
10850,"Ideal",1.35
10850,"Ideal",1.16
10850,"Premium",1.38
10851,"Very Good",1.55
10851,"Ideal",1.52
10852,"Ideal",1.01
10853,"Ideal",1.7
10859,"Ideal",1.23
10860,"Ideal",1.01
10860,"Premium",1.7
10861,"Ideal",1.1
10861,"Ideal",1.51
10863,"Good",3
10866,"Premium",1.51
10867,"Premium",1.02
10868,"Good",1.5
10869,"Ideal",1.55
10869,"Premium",1.72
10872,"Ideal",1.05
10873,"Very Good",1.5
10874,"Ideal",1.05
10874,"Premium",1.74
10874,"Premium",1.64
10878,"Premium",1.14
10879,"Premium",2.03
10880,"Premium",1.57
10884,"Good",1.51
10885,"Premium",1.9
10886,"Ideal",1.26
10886,"Good",1.5
10886,"Ideal",1.5
10887,"Ideal",1.01
10887,"Fair",2.01
10887,"Fair",2.01
10888,"Ideal",1.22
10888,"Premium",1.01
10889,"Premium",1.53
10891,"Very Good",1.2
10891,"Very Good",1.61
10891,"Very Good",1.51
10891,"Very Good",1.01
10896,"Ideal",1.76
10897,"Premium",1.54
10901,"Good",1.63
10905,"Premium",1.55
10907,"Very Good",2
10907,"Ideal",1.5
10907,"Ideal",1.16
10907,"Premium",1.53
10910,"Premium",1.7
10912,"Very Good",1.62
10913,"Premium",2.24
10913,"Fair",2
10913,"Premium",2.32
10914,"Premium",1.57
10914,"Premium",1.57
10915,"Very Good",1.05
10916,"Ideal",1.26
10919,"Ideal",1.32
10920,"Ideal",1.5
10920,"Ideal",1.58
10922,"Very Good",1.26
10923,"Ideal",1.29
10924,"Premium",1.53
10927,"Ideal",1.37
10927,"Premium",1.01
10929,"Very Good",1.5
10929,"Premium",1.36
10929,"Premium",1.7
10929,"Ideal",1.64
10930,"Premium",1.3
10930,"Premium",1.57
10931,"Very Good",1.2
10931,"Ideal",1.5
10933,"Ideal",1.14
10934,"Premium",1.58
10934,"Ideal",1.56
10935,"Very Good",1.7
10935,"Ideal",1.51
10937,"Good",1.91
10937,"Ideal",1.55
10939,"Premium",1.51
10940,"Premium",1.5
10942,"Premium",1.61
10945,"Ideal",1.71
10946,"Ideal",1.24
10947,"Very Good",1.51
10947,"Ideal",1.53
10949,"Ideal",1.12
10950,"Very Good",1.51
10951,"Premium",1.51
10951,"Premium",1.51
10954,"Ideal",1.01
10954,"Very Good",1
10954,"Fair",1.54
10956,"Premium",1.5
10957,"Ideal",1.31
10957,"Premium",1.73
10959,"Very Good",1.5
10959,"Ideal",1.51
10959,"Ideal",1.51
10960,"Ideal",1.55
10962,"Very Good",1.25
10962,"Premium",1.5
10962,"Premium",1.35
10962,"Very Good",1.5
10963,"Very Good",1.59
10963,"Premium",1.52
10964,"Ideal",1.57
10967,"Very Good",1.02
10967,"Ideal",1.02
10967,"Very Good",1.44
10967,"Ideal",1.7
10968,"Ideal",1.52
10973,"Very Good",1.5
10976,"Ideal",1.4
10976,"Premium",2
10977,"Premium",1.32
10977,"Premium",1.54
10980,"Premium",1.55
10982,"Good",1.2
10983,"Ideal",1.25
10984,"Ideal",1.04
10984,"Premium",1.04
10989,"Ideal",1.5
10990,"Premium",1.56
10993,"Very Good",1.01
10993,"Ideal",1.51
10993,"Premium",1.66
10995,"Ideal",1.06
10995,"Good",1.5
10996,"Ideal",1.25
10996,"Premium",1.59
11002,"Ideal",1.27
11003,"Premium",1.71
11003,"Ideal",1.22
11004,"Very Good",1.5
11005,"Premium",1.7
11007,"Premium",1.5
11007,"Fair",1.5
11007,"Premium",1.5
11009,"Ideal",1.41
11009,"Ideal",1.37
11010,"Very Good",1.41
11011,"Ideal",2.01
11011,"Ideal",1.55
11014,"Very Good",1.52
11015,"Ideal",1.01
11018,"Very Good",1.59
11019,"Very Good",1.07
11019,"Ideal",1.63
11019,"Ideal",1.21
11020,"Premium",1.74
11021,"Premium",1.2
11021,"Premium",1.52
11021,"Premium",1.6
11023,"Good",1.33
11025,"Premium",1.05
11025,"Very Good",1.5
11028,"Ideal",1.52
11028,"Ideal",1.02
11029,"Very Good",1.51
11032,"Premium",1.44
11032,"Premium",1.71
11033,"Ideal",1.52
11035,"Ideal",1.51
11036,"Good",2
11037,"Premium",1.87
11039,"Very Good",1.56
11040,"Ideal",1.23
11040,"Ideal",1.57
11040,"Ideal",2.06
11041,"Good",2
11043,"Premium",1.7
11045,"Ideal",1.61
11047,"Ideal",1.56
11048,"Premium",1.55
11050,"Premium",1.74
11051,"Premium",2.3
11051,"Ideal",1.13
11053,"Ideal",1.2
11057,"Ideal",1.01
11059,"Premium",2.02
11060,"Very Good",1.47
11061,"Premium",1.3
11062,"Premium",1.02
11062,"Ideal",1.51
11062,"Premium",1.7
11066,"Premium",1.52
11067,"Ideal",1.55
11068,"Very Good",1.51
630,"Premium",0.35
630,"Premium",0.35
630,"Premium",0.3
630,"Premium",0.3
630,"Very Good",0.3
630,"Premium",0.3
630,"Premium",0.3
630,"Very Good",0.3
630,"Ideal",0.4
630,"Premium",0.3
630,"Fair",0.3
630,"Ideal",0.35
630,"Premium",0.35
630,"Ideal",0.35
631,"Very Good",0.3
631,"Very Good",0.3
631,"Very Good",0.3
631,"Ideal",0.3
631,"Ideal",0.3
631,"Ideal",0.33
631,"Premium",0.33
631,"Premium",0.33
631,"Premium",0.33
631,"Ideal",0.33
631,"Premium",0.33
631,"Ideal",0.33
631,"Ideal",0.33
631,"Premium",0.33
631,"Ideal",0.33
631,"Very Good",0.33
11068,"Ideal",1.57
11069,"Very Good",1.53
11073,"Ideal",1.3
11074,"Ideal",1.11
11075,"Good",1.52
11077,"Very Good",1.51
11078,"Premium",1.53
11078,"Ideal",1.63
11079,"Ideal",1.5
11079,"Ideal",1.32
11081,"Very Good",1.23
11082,"Ideal",1.01
11086,"Ideal",1.69
11087,"Premium",1.53
11087,"Good",1.51
11088,"Very Good",1.51
11088,"Premium",1.5
11088,"Premium",1.5
11088,"Very Good",2.2
11088,"Premium",1.25
11089,"Ideal",1.25
11090,"Ideal",1.61
11091,"Very Good",1.7
11092,"Premium",1.5
11093,"Very Good",1.52
11094,"Premium",2.07
11096,"Good",2.01
11102,"Fair",1.51
11103,"Premium",1.55
11104,"Ideal",1.18
11104,"Premium",1.22
11104,"Ideal",2.25
11104,"Premium",1.53
11104,"Premium",1.71
11105,"Premium",1.52
11105,"Ideal",1.52
11105,"Premium",1.87
11106,"Premium",2
11107,"Premium",1.54
11108,"Very Good",1.31
11108,"Premium",2
11109,"Ideal",1.41
11109,"Ideal",1.34
11110,"Very Good",2.01
11110,"Ideal",1.58
11111,"Ideal",1.22
11113,"Ideal",1.75
11113,"Premium",1.57
11113,"Premium",1.57
11113,"Premium",1.47
11114,"Ideal",1.62
11114,"Premium",2.25
11115,"Ideal",1.13
11115,"Ideal",1.13
11115,"Good",2.01
11116,"Ideal",1.02
11118,"Premium",1.34
11119,"Very Good",2.34
11119,"Premium",2.02
11119,"Ideal",1.59
11119,"Ideal",2.09
11120,"Ideal",1.16
11127,"Premium",1.53
11128,"Fair",1.5
11128,"Ideal",1.02
11129,"Premium",1.51
11130,"Very Good",1.24
11130,"Premium",1.3
11132,"Ideal",1.1
11132,"Very Good",1.1
11132,"Ideal",1.36
11133,"Ideal",1.51
11133,"Very Good",1.7
11136,"Ideal",1.31
11138,"Premium",1.7
11141,"Ideal",1.23
11146,"Ideal",1.31
11146,"Very Good",1.67
11146,"Premium",1.57
11147,"Ideal",1.28
11147,"Ideal",1.68
11147,"Premium",2.2
11148,"Ideal",1.56
11149,"Ideal",1.59
11149,"Premium",1.55
11150,"Ideal",1.77
11152,"Ideal",1.62
11153,"Premium",1.51
11153,"Very Good",1.51
11154,"Fair",1.5
11154,"Premium",1.5
11154,"Ideal",1.52
11154,"Ideal",1.01
11155,"Premium",1.5
11156,"Ideal",1.66
11156,"Fair",2
11156,"Fair",2.01
11157,"Ideal",1.27
11159,"Ideal",1.5
11159,"Premium",1.64
11161,"Very Good",1.51
11161,"Very Good",1.51
11161,"Premium",1.51
11161,"Premium",1.71
11162,"Premium",1.3
11163,"Ideal",1.51
11163,"Premium",1.02
11165,"Premium",2.02
11166,"Very Good",1.51
11166,"Ideal",1.08
11167,"Premium",1.02
11167,"Ideal",1.02
11168,"Ideal",1.52
11169,"Premium",1.61
11170,"Very Good",1.6
11172,"Ideal",2.03
11175,"Very Good",1.23
11175,"Premium",1.21
11175,"Ideal",1.3
11176,"Very Good",1.52
11177,"Premium",1.76
11177,"Premium",1.54
11177,"Premium",1.32
11178,"Very Good",1.53
11179,"Good",1.5
11180,"Ideal",1.62
11180,"Ideal",1.5
11180,"Good",1.7
11182,"Good",1.2
11182,"Ideal",1.23
11184,"Ideal",1.18
11188,"Premium",2.01
11188,"Premium",1.51
11189,"Premium",1.5
11189,"Premium",1.5
11189,"Fair",2
11189,"Premium",1.5
11189,"Ideal",1.5
11189,"Very Good",2
11189,"Premium",1.5
11189,"Premium",1.6
11190,"Very Good",1.7
11190,"Very Good",1.51
11190,"Premium",2.06
11192,"Ideal",1.61
11194,"Very Good",1.5
11194,"Premium",1.5
11194,"Ideal",1.74
11195,"Ideal",1.06
11196,"Ideal",1.05
11197,"Ideal",1.29
11198,"Premium",2
11199,"Ideal",1.71
11200,"Premium",2
11202,"Premium",2
11202,"Fair",2
11205,"Ideal",1.38
11206,"Premium",1.52
11206,"Ideal",1.52
11206,"Ideal",1.14
11206,"Ideal",1.27
11209,"Premium",2.04
11209,"Premium",1.54
11209,"Ideal",1.06
11212,"Good",1.51
11212,"Fair",2.01
11214,"Very Good",1.28
11214,"Very Good",1
11216,"Very Good",1.5
11217,"Ideal",1.62
11218,"Ideal",1.26
11220,"Very Good",1.5
11220,"Premium",1.52
11220,"Ideal",1.61
11221,"Ideal",2.34
11225,"Good",1.71
11226,"Ideal",1.72
11226,"Ideal",1.14
11226,"Premium",2.26
11227,"Premium",1.71
11228,"Ideal",1.7
11228,"Premium",1.7
11229,"Ideal",1.53
11230,"Premium",1.51
11230,"Ideal",1.53
11231,"Premium",1.24
11233,"Premium",1.5
11233,"Ideal",1.1
11233,"Ideal",1.1
11233,"Premium",1.1
11234,"Very Good",1.24
11234,"Ideal",2.06
11235,"Good",1.52
11237,"Ideal",1.31
11238,"Ideal",2.36
11246,"Premium",1.71
11247,"Ideal",1.31
11248,"Premium",1.71
11248,"Ideal",1.28
11248,"Premium",1.67
11248,"Premium",1.39
11250,"Good",1.71
11251,"Ideal",1.59
11255,"Premium",1.5
11255,"Premium",1.31
11255,"Ideal",2
11255,"Ideal",1.51
11255,"Premium",1.51
11257,"Ideal",1.7
11257,"Premium",1.7
11257,"Premium",1.7
11262,"Ideal",1.58
11262,"Very Good",1.4
11262,"Premium",1.78
11263,"Very Good",1.51
11263,"Premium",1.51
11263,"Very Good",1.51
11263,"Premium",1.51
11263,"Fair",1.51
11267,"Very Good",1.53
11268,"Very Good",1.24
11268,"Premium",1.51
11268,"Premium",1.51
11269,"Very Good",1.04
11269,"Premium",1.41
11272,"Premium",1.57
11272,"Ideal",1.52
11276,"Very Good",2.04
11279,"Premium",1.04
11280,"Premium",1.53
